"id","chapter","title","content"
"8.5.3.2","§8.5.3.2","Derivation process for motion vector components and reference indices","Inputs to this process are: - a luma location (xCb,yCb) of the top-left sample of the current luma coding block relative to the top-left luma sample of the current picture, - a luma location (xBl,yBl) of the top-left sample of the current luma prediction block relative to the top-left sample of the current luma coding block, - a variable nCbS specifying the size of the current luma coding block, - two variables nPbW and nPbH specifying the width and the height of the luma prediction block, - a variable partIdx specifying the index of the current prediction unit within the current coding unit. Outputs of this process are: - the luma motion vectors mvL0 and mvL1, - the chroma motion vectors mvCL0 and mvCL1, - the reference indices refIdxL0 and refIdxL1, - the prediction list utilization flags predFlagL0 and predFlagL1. Let (xPb,yPb) specify the top-left sample location of the current luma prediction block relative to the top-left luma sample of the current picture where xPb=xCb+xBl and yPb=yCb+yBl. Let the variable currPic and ListX be the current picture and RefPicListX, with X being 0 or 1, of the current picture, respectively. The function LongTermRefPic(aPic, aPb, refIdx, LX), with X being 0 or 1, is defined as follows: - If the picture with index refIdx from reference picture list LX of the slice containing prediction block aPb in the picture aPic was marked as ""used for long term reference"" at the time when aPic was the current picture, LongTermRefPic(aPic, aPb, refIdx, LX) is equal to 1. - Otherwise, LongTermRefPic(aPic, aPb, refIdx, LX) is equal to 0. For the derivation of the variables mvL0 and mvL1, refIdxL0 and refIdxL1, as well as predFlagL0 and predFlagL1, the following applies: - If merge_flag[xPb][yPb] is equal to 1, the derivation process for luma motion vectors for merge mode as specified in subclause 8.5.3.2.1 is invoked with the luma location (xCb,yCb), the luma location (xPb,yPb), the variables nCbS, nPbW, nPbH, and the partition index partIdx as inputs, and the output being the luma motion vectors mvL0, mvL1, the reference indices refIdxL0, refIdxL1, and the prediction list utilization flags predFlagL0 and predFlagL1. - Otherwise, for X being replaced by either 0 or 1 in the variables predFlagLX, mvLX, and refIdxLX, in PRED_LX, and in the syntax elements ref_idx_lX and MvdLX, the following applies: 1. The variables refIdxLX and predFlagLX are derived as follows: - If inter_pred_idc[xPb][yPb] is equal to PRED_LX or PRED_BI, refIdxLX=ref_idx_lX[xPb][yPb]	(8-162) predFlagLX=1 (8-163) - Otherwise, the variables refIdxLX and predFlagLX are specified by: refIdxLX=?1 (8-164) predFlagLX=0 (8-165) 2. The variable mvdLX is derived as follows: mvdLX[0]=MvdLX[xPb][yPb][0]	(8-166) mvdLX[1]=MvdLX[xPb][yPb][1]	(8-167) 3. When predFlagLX is equal to 1, the derivation process for luma motion vector prediction in subclause8.5.3.2.5 is invoked with the luma coding block location (xCb,yCb), the coding block size nCbS, the luma prediction block location (xPb,yPb), the variables nPbW, nPbH, refIdxLX, and the partition index partIdx as inputs, and the output being mvpLX. 4. When predFlagLX is equal to 1, the luma motion vector mvLX is derived as follows: uLX[0]=(mvpLX[0]+mvdLX[0] + 216) % 216	(8-168) mvLX[0]=(uLX[0] >= 215) ? (uLX[0] ? 216) : uLX[0]	(8-169) uLX[1]=(mvpLX[1]+mvdLX[1] + 216) % 216	(8-170) mvLX[1]=(uLX[1] >= 215) ? (uLX[1] ? 216) : uLX[1]	(8-171) NOTE-The resulting values of mvLX[0] and mvLX[1] as specified above will always be in the range of ?215 to215?1, inclusive. When ChromaArrayType is not equal to 0 and predFlagLX, with X being 0 or 1, is equal to 1, the derivation process for chroma motion vectors in subclause 8.5.3.2.9 is invoked with mvLX as input, and the output being mvCLX."
"8.5.3.2.1","§8.5.3.2.1","Derivation process for luma motion vectors for merge mode","This process is only invoked when merge_flag[xPb][yPb] is equal to 1, where (xPb,yPb) specify the top-left sample of the current luma prediction block relative to the top-left luma sample of the current picture. Inputs to this process are: - a luma location (xCb,yCb) of the top-left sample of the current luma coding block relative to the top-left luma sample of the current picture, - a luma location (xPb,yPb) of the top-left sample of the current luma prediction block relative to the top-left luma sample of the current picture, - a variable nCbS specifying the size of the current luma coding block, - two variables nPbW and nPbH specifying the width and the height of the luma prediction block, - a variable partIdx specifying the index of the current prediction unit within the current coding unit. Outputs of this process are: -	the luma motion vectors mvL0 and mvL1, -	the reference indices refIdxL0 and refIdxL1, -	the prediction list utilization flags predFlagL0 and predFlagL1. The location (xOrigP,yOrigP) and the variables nOrigPbW and nOrigPbH are derived to store the values of (xPb,yPb), nPbW, and nPbH as follows: (xOrigP,yOrigP) is set equal to (xPb,yPb) (8-172) nOrigPbW=nPbW (8-173) nOrigPbH=nPbH (8-174) When Log2ParMrgLevel is greater than 2 and nCbS is equal to 8, (xPb,yPb), nPbW, nPbH, and partIdx are modified as follows: (xPb,yPb)=(xCb,yCb) (8-175) nPbW=nCbS (8-176) nPbH=nCbS (8-177) partIdx = 0 (8-178) NOTE-When Log2ParMrgLevel is greater than 2 and nCbS is equal to 8, all the prediction units of the current coding unit share a single merge candidate list, which is identical to the merge candidate list of the 2Nx2N prediction unit. The motion vectors mvL0 and mvL1, the reference indices refIdxL0 and refIdxL1, and the prediction utilization flags predFlagL0 and predFlagL1 are derived by the following ordered steps: 1. The derivation process for merging candidates from neighbouring prediction unit partitions in subclause 8.5.3.2.2 is invoked with the luma coding block location (xCb,yCb), the coding block size nCbS, the luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, and the partition index partIdx as inputs, and the output being the availability flags availableFlagA0, availableFlagA1, availableFlagB0, availableFlagB1, and availableFlagB2, the reference indices refIdxLXA0, refIdxLXA1, refIdxLXB0, refIdxLXB1, and refIdxLXB2, the prediction list utilization flags predFlagLXA0, predFlagLXA1, predFlagLXB0, predFlagLXB1, and predFlagLXB2, and the motion vectors mvLXA0, mvLXA1, mvLXB0, mvLXB1, and mvLXB2, with X being 0 or 1. 2. The reference indices for the temporal merging candidate, refIdxLXCol, with X being 0 or 1, are set equal to 0. 3. The derivation process for temporal luma motion vector prediction in subclause 8.5.3.2.7 is invoked with the luma location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, and the variable refIdxL0Col as inputs, and the output being the availability flag availableFlagL0Col and the temporal motion vector mvL0Col.The variables availableFlagCol, predFlagL0Col and predFlagL1Col are derived as follows: availableFlagCol=availableFlagL0Col (8-179) predFlagL0Col=availableFlagL0Col (8-180) predFlagL1Col=0 (8-181) 4. When slice_type is equal to B, the derivation process for temporal luma motion vector prediction in subclause 8.5.3.2.7 is invoked with the luma location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, and the variable refIdxL1Col as inputs, and the output being the availability flag availableFlagL1Col and the temporal motion vector mvL1Col. The variables availableFlagCol and predFlagL1Col are derived as follows: availableFlagCol=availableFlagL0Col||availableFlagL1Col	(8-182) predFlagL1Col=availableFlagL1Col (8-183) 5. The merging candidate list, mergeCandLi"
"8.5.3.2.2","§8.5.3.2.2","Derivation process for spatial merging candidates","Inputs to this process are: - a luma location (xCb,yCb) of the top-left sample of the current luma coding block relative to the top-left luma sample of the current picture, - a variable nCbS specifying the size of the current luma coding block, - a luma location (xPb,yPb) specifying the top-left sample of the current luma prediction block relative to the top-left luma sample of the current picture, - two variables nPbW and nPbH specifying the width and the height of the luma prediction block, - a variable partIdx specifying the index of the current prediction unit within the current coding unit. Outputs of this process are as follows, with X being 0 or 1: - the availability flags availableFlagA0, availableFlagA1, availableFlagB0, availableFlagB1, and availableFlagB2 of the neighbouring prediction units, - the reference indices refIdxLXA0, refIdxLXA1, refIdxLXB0, refIdxLXB1, and refIdxLXB2 of the neighbouring prediction units, - the prediction list utilization flags predFlagLXA0, predFlagLXA1, predFlagLXB0, predFlagLXB1, and predFlagLXB2 of the neighbouring prediction units, - the motion vectors mvLXA0, mvLXA1, mvLXB0, mvLXB1, and mvLXB2 of the neighbouring prediction units. For the derivation of availableFlagA1, refIdxLXA1, predFlagLXA1, and mvLXA1 the following applies: -	The luma location (xNbA1,yNbA1) inside the neighbouring luma coding block is set equal to (xPb?1, yPb+nPbH?1). -	The availability derivation process for a prediction block as specified in subclause6.4.2 is invoked with the luma location (xCb,yCb), the current luma coding block size nCbS, the luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, the luma location (xNbA1,yNbA1), and the partition index partIdx as inputs, and the output is assigned to the prediction block availability flag availableA1. -	When one or more of the following conditions are true, availableA1 is set equal to FALSE: - xPb>>Log2ParMrgLevel is equal to xNbA1>>Log2ParMrgLevel and yPb>>Log2ParMrgLevel is equal to yNbA1>>Log2ParMrgLevel. - PartMode of the current prediction unit is equal to PART_Nx2N, PART_nLx2N, or PART_nRx2N, and partIdx is equal to 1. -	The variables availableFlagA1, refIdxLXA1, predFlagLXA1, and mvLXA1 are derived as follows: - If availableA1 is equal to FALSE, availableFlagA1 is set equal to 0, both components of mvLXA1 are set equal to 0, refIdxLXA1 is set equal to ?1 and predFlagLXA1 is set equal to 0, with X being 0 or 1. - Otherwise, availableFlagA1 is set equal to 1 and the following assignments are made: mvLXA1=MvLX[xNbA1][yNbA1] (8-191) refIdxLXA1=RefIdxLX[xNbA1][yNbA1] (8-192) predFlagLXA1=PredFlagLX[xNbA1][yNbA1]	(8-193) For the derivation of availableFlagB1, refIdxLXB1, predFlagLXB1, and mvLXB1 the following applies: -	The luma location (xNbB1,yNbB1) inside the neighbouring luma coding block is set equal to (xPb+nPbW?1, yPb?1). -	The availability derivation process for a prediction block as specified in subclause6.4.2 is invoked with the luma location (xCb,yCb), the current luma coding block size nCbS, the luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, the luma location (xNbB1,yNbB1), and the partition index partIdx as inputs, and the output is assigned to the prediction block availability flag availableB1. -	When one or more of the following conditions are true, availableB1 is set equal to FALSE: - xPb>>Log2ParMrgLevel is equal to xNbB1>>Log2ParMrgLevel and yPb>>Log2ParMrgLevel is equal to yNbB1>>Log2ParMrgLevel. - PartMode of the current prediction unit is equal to PART_2NxN, PART_2NxnU, or PART_2NxnD, and partIdx is equal to 1. -	The variables availableFlagB1, refIdxLXB1, predFlagLXB1, and mvLXB1 are derived as follows: - If one or more of the following conditions are true, availableFlagB1 is set equal to 0, both compon"
"8.5.3.2.3","§8.5.3.2.3","Derivation process for combined bi-predictive merging candidates","Inputs to this process are: - a merging candidate list mergeCandList, - the reference indices refIdxL0N and refIdxL1N of every candidate N in mergeCandList, - the prediction list utilization flags predFlagL0N and predFlagL1N of every candidate N in mergeCandList, - the motion vectors mvL0N and mvL1N of every candidate N in mergeCandList, - the number of elements numCurrMergeCand within mergeCandList, - the number of elements numOrigMergeCand within the mergeCandList after the spatial and temporal merge candidate derivation process. Outputs of this process are: - the merging candidate list mergeCandList, - the number of elements numCurrMergeCand within mergeCandList, - the reference indices refIdxL0combCandk and refIdxL1combCandk of every new candidate combCandk added into mergeCandList during the invokation of this process, - the prediction list utilization flags predFlagL0combCandk and predFlagL1combCandk of every new candidate combCandk added into mergeCandList during the invokation of this process, - the motion vectors mvL0combCandk and mvL1combCandk of every new candidate combCandk added into mergeCandList during the invokation of this process. When numOrigMergeCand is greater than 1 and less than MaxNumMergeCand, the variable numInputMergeCand is set equal to numCurrMergeCand, the variable combIdx is set equal to 0, the variable combStop is set equal to FALSE, and the following steps are repeated until combStop is equal to TRUE: 1. The variables l0CandIdx and l1CandIdx are derived using combIdx as specified in Table 8-19. 2. The following assignments are made, with l0Cand being the candidate at position l0CandIdx and l1Cand being the candidate at position l1CandIdx in the merging candidate list mergeCandList: ? l0Cand=mergeCandList[l0CandIdx] ? l1Cand=mergeCandList[l1CandIdx] 3. When all of the following conditions are true: ? predFlagL0l0Cand == 1 ? predFlagL1l1Cand == 1 ? (DiffPicOrderCnt(RefPicList0[refIdxL0l0Cand],RefPicList1[refIdxL1l1Cand]) != 0) || (mvL0l0Cand != mvL1l1Cand) the candidate combCandk with k equal to (numCurrMergeCand?numInputMergeCand) is added at the end of mergeCandList, i.e. mergeCandList[numCurrMergeCand] is set equal to combCandk, and the reference indices, the prediction list utilization flags, and the motion vectors of combCandk are derived as follows and numCurrMergeCand is incremented by1: refIdxL0combCandk=refIdxL0l0Cand	(8-206) refIdxL1combCandk=refIdxL1l1Cand	(8-207) predFlagL0combCandk=1	(8-208) predFlagL1combCandk=1	(8-209) mvL0combCandk[0]=mvL0l0Cand[0]	(8-210) mvL0combCandk[1]=mvL0l0Cand[1]	(8-211) mvL1combCandk[0]=mvL1l1Cand[0]	(8-212) mvL1combCandk[1]=mvL1l1Cand[1]	(8-213) numCurrMergeCand=numCurrMergeCand+1	(8-214) 4. The variable combIdx is incremented by 1. 5. When combIdx is equal to (numOrigMergeCand*(numOrigMergeCand?1)) or numCurrMergeCand is equal to MaxNumMergeCand, combStop is set equal to TRUE. Table 8-19 - Specification of l0CandIdx and l1CandIdx combIdx l0CandIdx l1CandIdx"
"8.5.3.2.4","§8.5.3.2.4","Derivation process for zero motion vector merging candidates","Inputs to this process are: - a merging candidate list mergeCandList, - the reference indices refIdxL0N and refIdxL1N of every candidate N in mergeCandList, - the prediction list utilization flags predFlagL0N and predFlagL1N of every candidate N in mergeCandList, - the motion vectors mvL0N and mvL1N of every candidate N in mergeCandList, - the number of elements numCurrMergeCand within mergeCandList. Outputs of this process are: - the merging candidate list mergeCandList, - the number of elements numCurrMergeCand within mergeCandList, - the reference indices refIdxL0zeroCandm and refIdxL10zeroCandm of every new candidate zeroCandm added into mergeCandList during the invokation of this process, - the prediction list utilization flags predFlagL0zeroCandm and predFlagL10zeroCandm of every new candidate zeroCandm added into mergeCandList during the invokation of this process, - the motion vectors mvL0zeroCandm and mvL10zeroCandm of every new candidate zeroCandm added into mergeCandList during the invokation of this process. The variable numRefIdx is derived as follows: - If slice_type is equal to P, numRefIdx is set equal to num_ref_idx_l0_active_minus1+1. - Otherwise (slice_type is equal to B), numRefIdx is set equal to Min(num_ref_idx_l0_active_minus1+1, num_ref_idx_l1_active_minus1+1). When numCurrMergeCand is less than MaxNumMergeCand, the variable numInputMergeCand is set equal to numCurrMergeCand, the variable zeroIdx is set equal to 0, and the following steps are repeated until numCurrMergeCand is equal to MaxNumMergeCand: 1. For the derivation of the reference indices, the prediction list utilization flags and the motion vectors of the zero motion vector merging candidate, the following applies: ? If slice_type is equal to P, the candidate zeroCandm with m equal to (numCurrMergeCand?numInputMergeCand) is added at the end of mergeCandList, i.e. mergeCandList[numCurrMergeCand] is set equal to zeroCandm, and the reference indices, the prediction list utilization flags, and the motion vectors of zeroCandm are derived as follows and numCurrMergeCand is incremented by1: refIdxL0zeroCandm=(zeroIdx<numRefIdx) ? zeroIdx : 0	(8-215) refIdxL1zeroCandm=?1	(8-216) predFlagL0zeroCandm=1	(8-217) predFlagL1zeroCandm=0	(8-218) mvL0zeroCandm[0]=0	(8-219) mvL0zeroCandm[1]=0	(8-220) mvL1zeroCandm[0]=0	(8-221) mvL1zeroCandm[1]=0	(8-222) numCurrMergeCand=numCurrMergeCand+1	(8-223) ? Otherwise (slice_type is equal to B), the candidate zeroCandm with m equal to (numCurrMergeCand?numInputMergeCand) is added at the end of mergeCandList, i.e. mergeCandList[numCurrMergeCand] is set equal to zeroCandm, and the reference indices, the prediction list utilization flags, and the motion vectors of zeroCandm are derived as follows and numCurrMergeCand is incremented by1: refIdxL0zeroCandm=(zeroIdx<numRefIdx) ? zeroIdx : 0	(8-224) refIdxL1zeroCandm=(zeroIdx<numRefIdx) ? zeroIdx : 0	(8-225) predFlagL0zeroCandm=1	(8-226) predFlagL1zeroCandm=1	(8-227) mvL0zeroCandm[0]=0	(8-228) mvL0zeroCandm[1]=0	(8-229) mvL1zeroCandm[0]=0	(8-230) mvL1zeroCandm[1]=0	(8-231) numCurrMergeCand=numCurrMergeCand+1	(8-232) 2. The variable zeroIdx is incremented by 1."
"8.5.3.2.5","§8.5.3.2.5","Derivation process for luma motion vector prediction","Inputs to this process are: - a luma location (xCb,yCb) of the top-left sample of the current luma coding block relative to the top-left luma sample of the current picture, - a variable nCbS specifying the size of the current luma coding block, - a luma location (xPb,yPb) specifying the top-left sample of the current luma prediction block relative to the top-left luma sample of the current picture, - two variables nPbW and nPbH specifying the width and the height of the luma prediction block, - the reference index of the current prediction unit partition refIdxLX, with X being 0 or 1, - a variable partIdx specifying the index of the current prediction unit within the current coding unit. Output of this process is the prediction mvpLX of the motion vector mvLX, with X being 0 or 1. The motion vector predictor mvpLX is derived in the following ordered steps: 1. The derivation process for motion vector predictor candidates from neighbouring prediction unit partitions in subclause 8.5.3.2.6 is invoked with the luma coding block location (xCb,yCb), the coding block size nCbS, the luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, refIdxLX, with X being 0 or 1, and the partition index partIdx as inputs, and the availability flags availableFlagLXN and the motion vectors mvLXN, with N being replaced by A or B, as output. 2. If both availableFlagLXA and availableFlagLXB are equal to 1 and mvLXA is not equal to mvLXB, availableFlagLXCol is set equal to 0. Otherwise, the derivation process for temporal luma motion vector prediction in subclause 8.5.3.2.7 is invoked with luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, and refIdxLX, with X being 0 or 1, as inputs, and with the output being the availability flag availableFlagLXCol and the temporal motion vector predictor mvLXCol. 3. The motion vector predictor candidate list, mvpListLX, is constructed as follows: if(availableFlagLXA) mvpListLX[i++] = mvLXA if(availableFlagLXB) mvpListLX[i++] = mvLXB (8-233) if(availableFlagLXCol) mvpListLX[i++] = mvLXCol 4. The motion vector predictor list is modified as follows: ? When mvLXA and mvLXB have the same value, mvLXB is removed from the list and the variable numMvpCandLX is set equal to the number of elements within the mvpListLX. ? When numMvpCandLX is less than 2, the following applies repeatedly until numMvpCandLX is equal to2: mvpListLX[numMvpCandLX][0]=0	(8-234) mvpListLX[numMvpCandLX][1]=0	(8-235) numMvpCandLX=numMvpCandLX+1	(8-236) ? When numMvpCandLX is greater than 2, all motion vector predictor candidates mvpListLX[idx] with idx greater than 1 are removed from the list. 5. The motion vector of mvpListLX[mvp_lX_flag[xPb][yPb]] is assigned to mvpLX."
"8.5.3.2.6","§8.5.3.2.6","Derivation process for motion vector predictor candidates","Inputs to this process are: - a luma location (xCb,yCb) of the top-left sample of the current luma coding block relative to the top-left luma sample of the current picture, - a variable nCbS specifying the size of the current luma coding block, - a luma location (xPb,yPb) specifying the top-left sample of the current luma prediction block relative to the top-left luma sample of the current picture, - two variables nPbW and nPbH specifying the width and the height of the luma prediction block, - the reference index of the current prediction unit partition refIdxLX, with X being 0 or 1, - a variable partIdx specifying the index of the current prediction unit within the current coding unit. Outputs of this process are (with N being replaced by A or B): - the motion vectors mvLXN of the neighbouring prediction units, - the availability flags availableFlagLXN of the neighbouring prediction units. Figure8-9 - Spatial motion vector neighbours (informative) The variable currPb specifies the current luma prediction block at luma location (xPb,yPb) and the variable currPic specifies the current picture. The variable isScaledFlagLX, with X being 0 or 1, is set equal to 0. The motion vector mvLXA and the availability flag availableFlagLXA are derived in the following ordered steps: 1. The sample location (xNbA0,yNbA0) is set equal to (xPb?1,yPb+nPbH) and the sample location (xNbA1,yNbA1) is set equal to (xNbA0,yNbA0?1). 2. The availability flag availableFlagLXA is set equal to 0 and both components of mvLXA are set equal to 0. 3. The availability derivation process for a prediction block as specified in subclause6.4.2 is invoked with the luma location (xCb,yCb), the current luma coding block size nCbS, the luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, the luma location (xNbY,yNbY) set equal to (xNbA0,yNbA0), and the partition index partIdx as inputs, and the output is assigned to the prediction block availability flag availableA0. 4. The availability derivation process for a prediction block as specified in subclause6.4.2 is invoked with the luma location (xCb,yCb), the current luma coding block size nCbS, the luma prediction block location (xPb,yPb), the luma prediction block width nPbW, the luma prediction block height nPbH, the luma location (xNbY,yNbY) set equal to (xNbA1,yNbA1), and the partition index partIdx as inputs, and the output is assigned to the prediction block availability flag availableA1. 5. When availableA0 or availableA1 is equal to TRUE, the variable isScaledFlagLX is set equal to 1. 6. The following applies for (xNbAk,yNbAk) from (xNbA0,yNbA0) to (xNbA1,yNbA1): - When availableAk is equal to TRUE and availableFlagLXA is equal to 0, the following applies: - If PredFlagLX[xNbAk][yNbAk] is equal to 1 and DiffPicOrderCnt(RefPicListX[RefIdxLX[xNbAk][yNbAk]],RefPicListX[refIdxLX]) is equal to 0, availableFlagLXA is set equal to 1 and the following applies: mvLXA = MvLX[xNbAk][yNbAk]	(8-237) - Otherwise, when PredFlagLY[xNbAk][yNbAk] (with Y=!X) is equal to 1 and DiffPicOrderCnt(RefPicListY[RefIdxLY[xNbAk][yNbAk]],RefPicListX[refIdxLX]) is equal to 0, availableFlagLXA is set equal to 1 and the following applies: mvLXA = MvLY[xNbAk][yNbAk]	(8-238) 7. When availableFlagLXA is equal to 0, the following applies for (xNbAk,yNbAk) from (xNbA0,yNbA0) to (xNbA1,yNbA1) or until availableFlagLXA is equal to 1: - When availableAk is equal to TRUE and availableFlagLXA is equal to 0, the following applies: - If PredFlagLX[xNbAk][yNbAk] is equal to 1 and LongTermRefPic(currPic,currPb,refIdxLX,RefPicListX) is equal to LongTermRefPic(currPic,currPb,RefIdxLX[xNbAk][yNbAk],RefPicListX), availableFlagLXA is set equal to 1 and the following assignments are made: mvLXA = MvLX[xNbAk][yNbAk]	(8-239) refIdxA = RefIdxLX[xNbAk][yNbAk]	(8-240)"
"8.5.3.2.7","§8.5.3.2.7","Derivation process for temporal luma motion vector prediction","Inputs to this process are: - a luma location (xPb,yPb) specifying the top-left sample of the current luma prediction block relative to the top-left luma sample of the current picture, - two variables nPbW and nPbH specifying the width and the height of the luma prediction block, - a reference index refIdxLX, with X being 0 or 1. Outputs of this process are: - the motion vector prediction mvLXCol, - the availability flag availableFlagLXCol. The variable currPb specifies the current luma prediction block at luma location (xPb,yPb). The variables mvLXCol and availableFlagLXCol are derived as follows: - If slice_temporal_mvp_enabled_flag is equal to 0, both components of mvLXCol are set equal to 0 and availableFlagLXCol is set equal to 0. - Otherwise, the following ordered steps apply: 1. Depending on the values of slice_type, collocated_from_l0_flag, and collocated_ref_idx, the variable colPic, specifying the collocated picture, is derived as follows: - If slice_type is equal to B and collocated_from_l0_flag is equal to 0, colPic is set equal to RefPicList1[collocated_ref_idx]. - Otherwise (slice_type is equal to B and collocated_from_l0_flag is equal to 1 or slice_type is equal to P), colPic is set equal to RefPicList0[collocated_ref_idx]. 2. The bottom right collocated motion vector is derived as follows: xColBr=xPb+nPbW	(8-266) yColBr=yPb+nPbH	(8-267) - If yPb>>CtbLog2SizeY is equal to yColBr>>CtbLog2SizeY, yColBr is less than pic_height_in_luma_samples, and xColBr is less than pic_width_in_luma_samples, the following applies: - The variable colPb specifies the luma prediction block covering the modified location given by ((xColBr>>4)<<4,(yColBr>>4)<<4) inside the collocated picture specified by colPic. - The luma location (xColPb,yColPb) is set equal to the top-left sample of the collocated luma prediction block specified by colPb relative to the top-left luma sample of the collocated picture specified by colPic. - The derivation process for collocated motion vectors as specified in subclause8.5.3.2.8 is invoked with currPb, colPic, colPb, (xColPb,yColPb), and refIdxLX as inputs, and the output is assigned to mvLXCol and availableFlagLXCol. - Otherwise, both components of mvLXCol are set equal to 0 and availableFlagLXCol is set equal to 0. 3. When availableFlagLXCol is equal to 0, the central collocated motion vector is derived as follows: xColCtr=xPb+(nPbW>>1)	(8-268) yColCtr=yPb+(nPbH>>1)	(8-269) - The variable colPb specifies the luma prediction block covering the modified location given by ((xColCtr>>4)<<4,(yColCtr>>4)<<4) inside the colPic. - The luma location (xColPb,yColPb) is set equal to the top-left sample of the collocated luma prediction block specified by colPb relative to the top-left luma sample of the collocated picture specified by colPic. - The derivation process for collocated motion vectors as specified in subclause8.5.3.2.8 is invoked with currPb, colPic, colPb, (xColPb,yColPb), and refIdxLX as inputs, and the output is assigned to mvLXCol and availableFlagLXCol."
"8.5.3.2.8","§8.5.3.2.8","Derivation process for collocated motion vectors","Inputs to this process are: - a variable currPb specifying the current prediction block, - a variable colPic specifying the collocated picture, - a variable colPb specifying the collocated prediction block inside the collocated picture specified by colPic, - a luma location (xColPb,yColPb) specifying the top-left sample of the collocated luma prediction block specified by colPb relative to the top-left luma sample of the collocated picture specified by colPic, - a reference index refIdxLX, with X being 0 or 1. Outputs of this process are: - the motion vector prediction mvLXCol, - the availability flag availableFlagLXCol. The variable currPic specifies the current picture. The arrays predFlagLXCol[x][y], mvLXCol[x][y], and refIdxLXCol[x][y] are set equal to the corresponding arrays of the collocated picture specified by colPic, PredFlagLX[x][y], MvLX[x][y], and RefIdxLX[x][y], respectively, with X being the value of X this process is invoked for. The variables mvLXCol and availableFlagLXCol are derived as follows: - If colPb is coded in an intra prediction mode, both components of mvLXCol are set equal to 0 and availableFlagLXCol is set equal to 0. - Otherwise, the motion vector mvCol, the reference index refIdxCol, and the reference list identifier listCol are derived as follows: ? If predFlagL0Col[xColPb][yColPb] is equal to 0, mvCol, refIdxCol, and listCol are set equal to mvL1Col[xColPb][yColPb], refIdxL1Col[xColPb][yColPb], and L1, respectively. ? Otherwise, if predFlagL0Col[xColPb][yColPb] is equal to 1 and predFlagL1Col[xColPb][yColPb] is equal to 0, mvCol, refIdxCol, and listCol are set equal to mvL0Col[xColPb][yColPb], refIdxL0Col[xColPb][yColPb], and L0, respectively. ? Otherwise (predFlagL0Col[xColPb][yColPb] is equal to 1 and predFlagL1Col[xColPb][yColPb] is equal to1), the following assignments are made: - If DiffPicOrderCnt(aPic, currPic) is less than or equal to 0 for every picture aPic in every reference picture list of the current slice, mvCol, refIdxCol, and listCol are set equal to mvLXCol[xColPb][yColPb], refIdxLXCol[xColPb][yColPb] and LX, respectively. - Otherwise, mvCol, refIdxCol, and listCol are set equal to mvLNCol[xColPb][yColPb], refIdxLNCol[xColPb][yColPb], and LN, respectively, with N being the value of collocated_from_l0_flag. and mvLXCol and availableFlagLXCol are derived as follows: ? If LongTermRefPic(currPic, currPb, refIdxLX, LX) is not equal to LongTermRefPic(colPic, colPb, refIdxCol, listCol), both components of mvLXCol are set equal to 0 and availableFlagLXCol is set equal to 0. ? Otherwise, the variable availableFlagLXCol is set equal to 1, refPicListCol[refIdxCol] is set to be the picture with reference index refIdxCol in the reference picture list listCol of the slice containing prediction block currPb in the picture colPic, and the following applies: colPocDiff=DiffPicOrderCnt(colPic,refPicListCol[refIdxCol])	(8-270) currPocDiff=DiffPicOrderCnt(currPic,RefPicListX[refIdxLX])	(8-271) - If RefPicListX[refIdxLX] is a long-term reference picture, or colPocDiff is equal to currPocDiff, mvLXCol is derived as follows: mvLXCol=mvCol	(8-272) - Otherwise, mvLXCol is derived as a scaled version of the motion vector mvCol as follows: tx=(16384+(Abs(td)>>1))/td	(8-273) distScaleFactor=Clip3(?4096,4095,(tb*tx+32)>>6)	(8-274) mvLXCol= Clip3(?32768,32767,Sign(distScaleFactor*mvCol)* ((Abs(distScaleFactor*mvCol)+127)>>8))	(8-275) where td and tb are derived as follows: td=Clip3(?128,127,colPocDiff)	(8-276) tb=Clip3(?128,127,currPocDiff)	(8-277)"
"8.5.3.2.9","§8.5.3.2.9","Derivation process for chroma motion vectors","Input to this process is a luma motion vector mvLX. Output of this process is a chroma motion vector mvCLX. A chroma motion vector is derived from the corresponding luma motion vector. For the derivation of the chroma motion vector mvCLX, the following applies: mvCLX[0]=mvLX[0]	(8-278) mvCLX[1]=mvLX[1]	(8-279)"
